,date,OBJECTID,latitude,longitude,country,fatalities,injuries,type,trigger,severity,location,FID,source_nam,source_lin,event_time,event_id,event_titl,event_desc,location_d,location_a,storm_name,photo_link,comments,event_impo,event_im_1,latitude.1,longitude.1,country_co,admin_divi,gazetteer_,gazetteer1,submitted_,last_edite,slope
133,2008/10/17 00:00:00+00,13259,16.5489,107.2327,Vietnam,0,0,landslide,downpour,medium,unknown,1550345,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=42970, ,851,Thua Thien-Hue to Quang Tri,"Flood-triggered landslides and whirlwinds have also forced local schools to shut down, At least five people have been reported dead, hundreds of houses have lost their roofs, traffic to many areas have been cut off, and thousands of households faced heav",Thua Thien-Hue to Quang Tri,50km, , , ,GLC,851,16.5489,107.2327,VN,Thua Thien-Hue,Pha Tam Giang,11.58,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,48
134,2010/10/03 00:00:00+00,13262,17.4468,106.59299999999999,Vietnam,0,0,landslide,downpour,medium,unknown,1550348,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Social-Isssues/204329/Floods-cause-death-devastation.html, ,2534,"roads and rails between north and south Vietnam, between Dong Hoi rail station and next stop(?),  Quang Binh province","In Vietnam, 11 bodies were recovered in the worst-hit province of Quang Binh, where authorities were also searching for five sailors from a sunken barge, disaster official Nguyen Ngoc Giai said. At least seven other bodies were found in Ha Tinh province,","roads and rails between north and south Vietnam, between Dong Hoi rail station and next stop(?),  Quang Binh province",50km, , , ,GLC,2534,17.4468,106.59299999999999,VN,Quang Binh,Ly Nhon Thon,10.79,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,5
135,2013/09/05 00:00:00+00,13393,22.3145,104.095,Vietnam,0,0,landslide,rain,very_large,unknown,1550479,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/83968/flash-floods-devastate-north.html, ,5468,Lao Cai,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one",Lao Cai,unknown, , , ,GLC,5468,22.3145,104.095,VN,Lao Cai,Lao Cai,7.41,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,85
136,2018/05/14 00:00:00+00,11554,39.1952685,67.13629590000001,Uzbekistan,0,0,mudslide,downpour,large,unknown,1549330,Народное слово,http://xs.uz/ru/post/kitab, ,11377,Kitab District Mudflow Damages 200 Houses,"Mudflows caused by heavy rains overnight flooded and damaged more than 150 houses across 5 mahallas. The mahallas affected were Жиллисув (Zhilisuv), Богибаланд (Bogibaland), Анорзор (Anorzor), Макрид (Mahrid), and Аёкч","Kitob, Qashqadaryo",25km, , , ,GLC, ,39.1952685,67.13629590000001,UZ,Qashqadaryo,Kitab-Southeast,22.25,2018/05/23 00:00:00+00,2019/05/16 00:00:00+00,66
137,2018/05/15 00:00:00+00,7775,35.28400168,62.3307382,Turkmenistan,0,0,mudslide,rain,large, ,1545154,Chronicles of Turkmenistan,https://en.hronikatm.com/2018/05/mudflow-damages-the-city-of-kushka-in-mary-velayat/, ,11378,Kushka (Serhetabat) Mudflows,"Mudflows throughout the city of Kushka (Serkhetabad) in Mary velayat. Flooding was reported up to 2 meters, killing cattle and damaging buildings. No one was reported injured or killed.","Serhetabat, Turkmenistan",1km, ,https://en.hronikatm.com/wp-content/uploads/2017_08_14_selev_potok_021-1-696x522.jpg, ,GLC, ,35.28400168,62.3307382,TM,Mary,Kushka,1.33,2018/05/21 00:00:00+00,2019/05/16 00:00:00+00,36
138,2007/03/01 00:00:00+00,2868,-8.6993,125.6723,Timor-Leste,12,0,landslide,rain,medium,unknown,1540646,News Xinhuet,http://news.xinhuanet.com/english/2007-03/04/content_5797299.htm, ,31,"Jakarta, East Nusantara Province","21 killed, 48 still missing; transportation to disaster areas has been cut off by landslides","Jakarta, East Nusantara Province",50km, , , ,GLC,31,-8.6993,125.6723,TL,Timor-Leste,Maubisse,14.69,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,0
139,2011/02/06 00:00:00+00,12103,-8.5955,125.572,Timor-Leste,0,0,landslide,continuous_rain,medium,unknown,1549481,defence,http://www.defence.gov.au/media/DepartmentalTpl.cfm?CurrentId=11411, ,3091,Dili area,"10/02/2011  Late night call for help - troops in East Timor repair flood damage in Dili  The Australian-led International Stabilisation Force (ISF) has undertaken emergency repairs to several roads, culverts, drains and a school in Dili, after receiving",Dili area,25km, , , ,GLC,3091,-8.5955,125.572,TL,Timor-Leste,Comoro,6.91,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,0
140,2011/03/29 00:00:00+00,4930,8.2922,98.9153,Thailand,12,0,mudslide,dam_embankment_collapse,large,unknown,1542701,Bangkok Post,http://www.bangkokpost.com/multimedia/photo/230014/helicopter-evacuate-villagers,9:00,3316,"Moo 7, Ban Ton Hat(Ham)(Harn)(?) and Moo 6 of Ban Huay Kaew(?) and Moo 10 of Ban Khlong Haeng(?),  Phanom Bencha mountian, tambon(subdistrict) Na Khao","Floods and mudslides triggered by heavy rains have killed at least 35 people this week in southern Thailand, a popular destination for foreign tourists, officials said Saturday. The Disaster Prevention and Mitigation Department said it had confirmed 35 d","Moo 7, Ban Ton Hat(Ham)(Harn)(?) and Moo 6 of Ban Huay Kaew(?) and Moo 10 of Ban Khlong Haeng(?),  Phanom Bencha mountian, tambon(subdistrict) Na Khao(Nakhao), Khao Phanom district, Krabi province",5km, , , ,GLC,3316,8.2922,98.9153,TH,Krabi,Krabi,14.32,2014/09/16 00:00:00+00,2019/05/16 00:00:00+00,80
141,2018/07/28 00:00:00+00,4294,18.75631569,100.90796929999999,Thailand,8,0,mudslide,downpour,large,natural_slope,1542471,DAP,https://www.dap-news.com/en/international-news/80120.html,7:00,11579,Baan Huay Khab Village Landslide,"8 killed, over 200 evacuated, community buried by mud up to 10 meters deep.","Ban Huay Khab, Nan Province, Thailand",100km, ,https://www.dap-news.com/media/original/f68373e6ddf19076756321a9ed49a9d6.jpg,"Cannot find Baan Huay Khab, point is placed in Nan Province.",GLC, ,18.75631569,100.90796929999999,TH,Nan,Nan,14.07,2018/08/14 00:00:00+00,2019/05/16 00:00:00+00,49
142,2011/09/09 00:00:00+00,4677,17.7297,100.6846,Thailand,8,0,landslide,rain,medium,unknown,1543244,channelnewsasia,http://www.channelnewsasia.com/stories/afp_asiapacific/view/1152114/1/.html,8:00,3969,"Nam Pat, Uttaradit","Eight people were killed and two were missing after a mudslide engulfed several villages in a mountainous region of northern Thailand, officials said Friday. The landslide swept across three villages in Nam Pat district of Uttaradit province in the early","Nam Pat, Uttaradit",25km, , , ,GLC,3969,17.7297,100.6846,TH,Uttaradit,Nam Pat,0.47,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,41
143,2009/11/06 00:00:00+00,13161,6.17,101.5081,Thailand,8,0,mudslide,downpour,medium,unknown,1550247,nationmultimedia,http://www.nationmultimedia.com/breakingnews/30116011/8-feared-dead-after-their-houses-buried-in-mudslid, ,1281,"hillside village in Tambon Si Sa Khon of Si Sakhon district, Narathiwat","A mudslide following three days of torrential rains buried two houses here, causing eight people to be accounted four. The mudslide happened at a hillside village in Tambon Si Sa Khon of Si Sakhon district at 11 am. The mudslide completely buried the two","hillside village in Tambon Si Sa Khon of Si Sakhon district, Narathiwat",10km, , , ,GLC,1281,6.17,101.5081,TH,Narathiwat,Mae Nam Sai Buri,7.72,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,41
144,2011/08/03 00:00:00+00,8402,17.9683,97.9422,Thailand,7,0,landslide,rain,medium,unknown,1545779,bangkokpost,http://www.bangkokpost.com/news/local/250542/family-members-killed-in-landslide, ,3876,"Mae Hong Son's Sop Moei district, Thailand","Three more people were found dead in a landslide that slammed into a village in Mae Hong Son's Sop Moei district early this week, governor Kamthorn Thavornsathit said yesterday.  The latest victims were members of the Muentum family, identified as Prawit","Mae Hong Son's Sop Moei district, Thailand",5km, , , ,GLC,3876,17.9683,97.9422,TH,Mae Hong Son,Ban Mae Sariang,20.69,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,61
145,2010/11/01 00:00:00+00,3880,7.257000000000001,100.5066,Thailand,5,0,landslide,downpour,medium,unknown,1540059,mcot,http://www.mcot.net/cfcustom/cache_page/125577.html, ,2678,"Singnakorn(Singhanakhon) district, Songkhla province","In the southern province of Songkhla, locals in Singnakorn district fear a possible recurrence of landslides which killed five people including a three-year-old twin and a seven-year-old girl on Nov 1.  The landslide triggered by heavy rain destroyed fiv","Singnakorn(Singhanakhon) district, Songkhla province",25km, , , ,GLC,2678,7.257000000000001,100.5066,TH,Songkhla,Thale Sap Songkhla,12.66,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,5
146,2010/11/05 00:00:00+00,12867,8.9655,99.7996,Thailand,5,0,mudslide,downpour,medium,unknown,1550642,news.asiaone,http://news.asiaone.com/News/Latest%2BNews/Asia/Story/A1Story20101106-245970.html, ,2704,Songkla,"Sat, Nov 06, 2010  In neighbouring Songkhla, a family has still traumatised by the deaths of three members, two of whom are toddler twin brothers Phiphatphong and Phiphatrong, in mudslide casualties emerging anew. Two other people who were neighbours of",Songkla,unknown, , , ,GLC,2704,8.9655,99.7996,TH,Nakhon Si Thammarat,Khlong Klai,26.62,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,51
147,2011/03/30 00:00:00+00,7694,8.2531,98.9476,Thailand,4,0,mudslide,downpour,medium,unknown,1545073,mcot,http://www.mcot.net/cfcustom/cache_page/188957.html, ,3323,"Khao Phanom, Krabi","March 31 - Flood-related deaths in Thailand's South reportedly reached 20 today, according to the Emergency Medical Institute of Thailand (EMIT), while the search continues for missing persons in yesterday’s Krabi mudslide.  …  In Krabi, four people","Khao Phanom, Krabi",5km, , , ,GLC,3323,8.2531,98.9476,TH,Krabi,Krabi,9.31,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,87
148,2009/11/07 00:00:00+00,11958,6.8241,100.9417,Thailand,4,0,mudslide,downpour,medium,unknown,1547737,nationmultimedia,http://www.nationmultimedia.com/breakingnews/30116027/4-killed-in-Yala-mudslide, ,1284,"Moo 6 village in Tambon Talingchan in Bannang Sata district, Yala Province","A family of four were perished in a mudslide in this southern border province early Friday. Rescue officials said the house of the family was buried under mud, and officials took about four hours to dig them up at 1 pm. The house was located on the hills","Moo 6 village in Tambon Talingchan in Bannang Sata district, Yala Province",5km, , , ,GLC,1284,6.8241,100.9417,TH,Songkhla,Thepha,2.71,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,8
149,2014/06/10 00:00:00+00,7490,7.8822,98.4129,Thailand,3,1,landslide,downpour,small,retaining_wall,1543662,Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/06/three-workers-killed-by-landslide-at.html,16:00,6053,"Muang, Phuket","Three workers were killed by a landslide at a construction site on the Thai island of Phuket at about 4.30 pm local time on Tuesday 10 June/2014. The workers are said to be female Myanmar nationals described as being either aged 15, 16 & 19 or 18, 19 & 2","Muang, Phuket",1km, , , ,GLC,6053,7.8822,98.4129,TH,Phuket,Ko Phuket,12.61,2014/12/10 00:00:00+00,2019/05/16 00:00:00+00,57
150,2013/06/03 00:00:00+00,8704,16.2109,101.0521,Thailand,3,1,landslide,downpour,medium,unknown,1547275,ntdtv.org,http://ntdtv.org/en/news/world/asia/2013-06-03/landslide-in-thailand-kills-three.html,9:00,4898,"Limestone Factory In Phetchabun, Western Region","A landslide hit a limestone factory in Petchaboon, western Thailand, killing at least three workers on Monday (June 3), local authorities said. Police said two people are still missing and one is seriously injured. Local television footage showed several","Limestone Factory In Phetchabun, Western Region",unknown, , , ,GLC,4898,16.2109,101.0521,TH,Phetchabun,Ban Yang Lat,10.66,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,47
151,2008/07/15 00:00:00+00,9324,7.89,98.3,Thailand,3,0,landslide,downpour,medium,unknown,1546300,phuketgazette,http://www.phuketgazette.net/news/printing.asp?Id=6638, ,647,"50 Pi Road, Patong, Phuket","Following heavy rains overnight, three Burmese laborers were crushed by a landslide this morning at the site of a new apartment block being built on 50 Pi Rd.","50 Pi Road, Patong, Phuket",1km, , , ,GLC,647,7.89,98.3,TH,Phuket,Ko Phuket,9.94,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,56
152,2010/06/06 00:00:00+00,145,7.8963,98.3095,Thailand,2,0,mudslide,monsoon,small,mine,1537523,Phuket Gazette,http://www.phuketgazette.net/articles/articles/get_article_detail/8802, ,6451,Patong,Phuket Governor Wichai Phraisa-ngop has expressed sorrow and frustration over the mudslide that killed two workmen in Patong on Sunday.,Patong,5km, ,http://media.phuketgazette.net/images/articles/2010/phuket-A-close-up-view-of-the-area-where-the-mudslide-took-place-on-Sunday-Although-relatively-small-the-slide-killed-two-men-who-were-trapped-behind-the-retaining-wall-they-were-building-1-segNlPv.jpg, ,GLC,6451,7.8963,98.3095,TH,Phuket,Ko Phuket,8.87,2014/12/10 00:00:00+00,2019/05/16 00:00:00+00,77
153,2011/03/26 00:00:00+00,2280,9.1618,99.8725,Thailand,2,0,landslide,downpour,medium,unknown,1539659,news.asiaone,http://news.asiaone.com/News/Latest%2BNews/Asia/Story/A1Story20110327-270374.html, ,3301,"Bang Nai Plao(?), Khanom district, Nakhon Si Thammarat","In Nakhon Si Thammarat, the bodies of two Buddhist monks who were reported missing in a landslide-hit area of Khanom district were discovered. And 60 tourists were marooned in the popular Nam Priwan Resort in Nopphitam district.  At Nakhon Si Thammarat,","Bang Nai Plao(?), Khanom district, Nakhon Si Thammarat",10km, , , ,GLC,3301,9.1618,99.8725,TH,Nakhon Si Thammarat,Ko Katen,23.14,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,13
154,2011/09/29 00:00:00+00,3257,19.2078,98.7884,Thailand,2,0,landslide,downpour,large,unknown,1540234,news.asiaone,http://news.asiaone.com/News/Latest%2BNews/Asia/Story/A1Story20110929-302161.html,1:00,3996,"Mueang Kai, Mae Taeng, Chiang Mai","The disaster took place at about 1am at Ban Mueang Kai in Mae Taeng district in the wake of a prolonged downpour. The rainfall also pushed up the water level in the Ping River, which overflowed into Chiang Mai's town. Even the Night Bazaar was under a 50","Mueang Kai, Mae Taeng, Chiang Mai",50km, , , ,GLC,3996,19.2078,98.7884,TH,Chiang Mai,Nam Mae Taeng,8.81,2014/12/17 00:00:00+00,2019/05/16 00:00:00+00,65
155,2015/06/13 00:00:00+00,4364,7.8784,98.2997,Thailand,1,5,landslide,downpour,medium,urban,1542541,Thai Visa News,http://news.thaivisa.com/phuket/patong-mayor-orders-construction-at-phuket-landslide-site-to-stop/98271/, ,6981,Patong Bay Hill construction site,"The incident happened as the workers were working on putting up a retaining wall. Heavy rain caused the landslide which in turn caused the part-built wall to collapse. The 20-year-old man, named only as Sudlai, and five of his co-workers got trapped unde",Patong Bay Hill construction site,exact, , , ,GLC,6981,7.8784,98.2997,TH,Phuket,Ko Phuket,11.12,2015/06/26 00:00:00+00,2019/05/16 00:00:00+00,56
156,2013/07/04 00:00:00+00,4681,8.5055,98.2868,Thailand,1,0,landslide,downpour,medium,unknown,1543248,thainews.prd.go.th,http://thainews.prd.go.th/centerweb/newsen/NewsDetail?NT01_NewsID=WNDAT5607050010001,8:00,5021,"Thai Mueang District, Phang Nga","Residents of the Andaman coastal provinces have been warned against landslides and forest runoffs, after continuous heavy downpours triggered the 3rd round of flooding in Phang-nga province in 2 months. Floodwater has inundated Mueang, Takuapa, Thai Muea","Thai Mueang District, Phang Nga",25km, , , ,GLC,5021,8.5055,98.2868,TH,Phangnga,Ban Lam Ru,8.54,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,74
157,2007/08/20 00:00:00+00,9470,8.8427,98.3834,Thailand,1,0,complex,rain,medium,unknown,1546446,Thai News Agency,http://etna.mcot.net/query.php?nid=31177, ,196,"Pheng-Nga and Surat Thani, Takuapha Municipality","LS on road cuts, blocking passage","Pheng-Nga and Surat Thani, Takuapha Municipality",25km, , , ,GLC,196,8.8427,98.3834,TH,Phangnga,Akua Pa,4.88,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,71
158,2011/01/06 00:00:00+00,11917,7.2094,100.5901,Thailand,1,0,landslide,downpour,medium,unknown,1547696,english.peopledaily,http://english.peopledaily.com.cn/90001/90777/90851/7252808.html,4:00,2939,"Muang district, Songkhla municipality","A man, identified as Krisada Sumuang, a 29-year-old teacher, was killed when a landslide occurred in Songkhla municipality at about 4 a.m. on Thursday. Rescue workers spent about an hour retrieving his body. The governor said the landslides could happen","Muang district, Songkhla municipality",5km, , , ,GLC,2939,7.2094,100.5901,TH,Songkhla,Songkhla,4.09,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,49
159,2013/07/29 00:00:00+00,12985,19.9282,99.7817,Thailand,1,0,landslide,monsoon,medium,unknown,1550760,www.brecorder.com,http://www.brecorder.com/general-news/172/1217016/, ,5238,Chiang Rai,"One person was killed in a landslide in Chiang Rai, 700 kilometres north of Bangkok.",Chiang Rai,50km, , , ,GLC,5238,19.9282,99.7817,TH,Chiang Rai,Chiang Rai,6.96,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,60
160,2010/10/11 00:00:00+00,13272,12.1143,102.2681,Thailand,1,0,mudslide,downpour,medium,unknown,1550358,monstersandcritics,http://www.monstersandcritics.com/news/asiapacific/news/article_1590458.php/Mudslide-kills-one-at-Thailand-resort-island, ,2589,"White Sand beach, Rock Sand Resort, Chang Island","A mudslide on Thailand's popular Chang Island killed at least one person Monday and swept away several bungalows, media reports said. Torrential rains that started Sunday night washed away part of the mountainside near White Sand beach, hitting the ring","White Sand beach, Rock Sand Resort, Chang Island",5km, , , ,GLC,2589,12.1143,102.2681,TH,Trat,Ko Chang,15.62,2014/09/15 00:00:00+00,2019/05/16 00:00:00+00,69
